date,currency_from,currency_to,rate
2023-06-26,CAD,PLN,3.0244
2023-06-27,USD,PLN,4.0284
2023-06-27,EUR,PLN,4.2264
2023-06-27,GBP,PLN,4.9655
2023-06-27,JPY,PLN,0.269
2023-06-27,CHF,PLN,4.589
2023-06-27,CAD,PLN,2.9733
2023-06-28,USD,PLN,3.958
2023-06-28,EUR,PLN,4.3784
2023-06-28,GBP,PLN,4.9776
2023-06-28,JPY,PLN,0.0273
2023-06-28,CHF,PLN,4.5129
2023-06-28,CAD,PLN,3.0137
2023-06-29,USD,PLN,3.9525
2023-06-29,EUR,PLN,4.3451
2023-06-29,GBP,PLN,4.9599
2023-06-29,JPY,PLN,0.027
2023-06-29,CHF,PLN,4.4297
2023-06-29,CAD,PLN,2.9862
2023-06-30,USD,PLN,3.9447
2023-06-30,EUR,PLN,4.3041
2023-06-30,GBP,PLN,5.0797
2023-06-30,JPY,PLN,0.0266
2023-06-30,CHF,PLN,4.5603
2023-06-30,CAD,PLN,3.0577
2023-07-01,USD,PLN,3.9837
2023-07-01,EUR,PLN,4.3715
2023-07-01,GBP,PLN,5.0774
2023-07-01,JPY,PLN,0.027
2023-07-01,CHF,PLN,4.5363
2023-07-01,CAD,PLN,3.0154
2023-07-02,USD,PLN,4.0392
2023-07-02,EUR,PLN,4.3076
2023-07-02,GBP,PLN,5.0048
2023-07-02,JPY,PLN,0.0265
2023-07-02,CHF,PLN,4.4933
2023-07-02,CAD,PLN,3.0564
2023-07-03,USD,PLN,3.9232
2023-07-03,EUR,PLN,4.3823
2023-07-03,GBP,PLN,5.0996
2023-07-03,JPY,PLN,0.0268
2023-07-03,CHF,PLN,4.4293
2023-07-03,CAD,PLN,2.98
2023-07-04,USD,PLN,3.9398
2023-07-04,EUR,PLN,4.3358
2023-07-04,GBP,PLN,4.9737
2023-07-04,JPY,PLN,0.0273
2023-07-04,CHF,PLN,4.5543
2023-07-04,CAD,PLN,2.9438
2023-07-05,USD,PLN,3.9418
2023-07-05,EUR,PLN,4.2495
2023-07-05,GBP,PLN,4.9472
2023-07-05,JPY,PLN,0.0267
2023-07-05,CHF,PLN,4.427
2023-07-05,CAD,PLN,2.9586
2023-07-06,USD,PLN,4.0396
2023-07-06,EUR,PLN,4.268
2023-07-06,GBP,PLN,4.9456
2023-07-06,JPY,PLN,0.0273
2023-07-06,CHF,PLN,4.5036
2023-07-06,CAD,PLN,2.9894
2023-07-07,USD,PLN,3.9491
2023-07-07,EUR,PLN,4.2446
2023-07-07,GBP,PLN,50.209
2023-07-07,JPY,PLN,0.0271
2023-07-07,CHF,PLN,4.5892
2023-07-07,CAD,PLN,2.9863
2023-07-08,USD,PLN,3.9222
2023-07-08,EUR,PLN,4.2413
2023-07-08,GBP,PLN,5.0502
2023-07-08,JPY,PLN,0.0265
2023-07-08,CHF,PLN,4.5329
2023-07-08,CAD,PLN,2.9964
2023-07-09,USD,PLN,3.9618
2023-07-09,EUR,PLN,4.2992
2023-07-09,GBP,PLN,5.0203
2023-07-09,JPY,PLN,0.0268
2023-07-09,CHF,PLN,4.4332
2023-07-09,CAD,PLN,2.9607
2023-07-10,USD,PLN,4.0693
2023-07-10,EUR,PLN,4.2188
2023-07-10,GBP,PLN,4.9119
2023-07-10,JPY,PLN,0.0275
2023-07-10,CHF,PLN,4.4547
2023-07-10,CAD,PLN,3.0556
2023-07-11,USD,PLN,3.9253
2023-07-11,EUR,PLN,43.7519
2023-07-11,GBP,PLN,5.0883
2023-07-11,JPY,PLN,0.0268
2023-07-11,CHF,PLN,4.5367
2023-07-11,CAD,PLN,3.0049
2023-07-12,USD,PLN,4.0609
2023-07-12,EUR,PLN,4.2303
2023-07-12,GBP,PLN,5.0359
2023-07-12,JPY,PLN,0.0275
2023-07-12,CHF,PLN,4.5466
2023-07-12,CAD,PLN,3.0175
2023-07-13,USD,PLN,3.9997
2023-07-13,EUR,PLN,4.2902
2023-07-13,GBP,PLN,4.9288
2023-07-13,JPY,PLN,0.0268
2023-07-13,CHF,PLN,4.5191
2023-07-13,CAD,PLN,3.0006
2023-07-14,USD,PLN,4.0678
2023-07-14,EUR,PLN,4.289
2023-07-14,GBP,PLN,4.9451
2023-07-14,JPY,PLN,0.027
2023-07-14,CHF,PLN,4.526
2023-07-14,CAD,PLN,2.9428
2023-07-15,USD,PLN,3.9416
2023-07-15,EUR,PLN,4.2656
2023-07-15,GBP,PLN,5.0511
2023-07-15,JPY,PLN,0.0275
2023-07-15,CHF,PLN,4.4347
2023-07-15,CAD,PLN,2.9694
2023-07-16,USD,PLN,4.0446
2023-07-16,EUR,PLN,4.2275
2023-07-16,GBP,PLN,4.9746
2023-07-16,JPY,PLN,0.0275
2023-07-16,CHF,PLN,4.4129
2023-07-16,CAD,PLN,2.9429
2023-07-17,USD,PLN,4.0116
2023-07-17,EUR,PLN,4.2871
2023-07-17,GBP,PLN,4.987
2023-07-17,JPY,PLN,0.0273
2023-07-17,CHF,PLN,4.4663
2023-07-17,CAD,PLN,3.0523
2023-07-18,USD,PLN,3.9682
2023-07-18,EUR,PLN,4.2764
2023-07-18,GBP,PLN,4.9241
2023-07-18,JPY,PLN,0.0266
2023-07-18,CHF,PLN,4.5378
2023-07-18,CAD,PLN,2.9794
2023-07-19,USD,PLN,4.0326
2023-07-19,EUR,PLN,4.216
2023-07-19,GBP,PLN,5.0563
2023-07-19,JPY,PLN,0.0271
2023-07-19,CHF,PLN,4.5842
2023-07-19,CAD,PLN,3.0135
2023-07-20,USD,PLN,4.0286
2023-07-20,EUR,PLN,4.2524
2023-07-20,GBP,PLN,4.9944
2023-07-20,JPY,PLN,0.0274
2023-07-20,CHF,PLN,4.5123
2023-07-20,CAD,PLN,2.9811
2023-07-21,USD,PLN,3.9583
2023-07-21,EUR,PLN,4.3138
2023-07-21,GBP,PLN,4.9914
2023-07-21,JPY,PLN,0.0268
2023-07-21,CHF,PLN,4.4829
2023-07-21,CAD,PLN,3.0056
2023-07-22,USD,PLN,3.9565
2023-07-22,EUR,PLN,4.3859
2023-07-22,GBP,PLN,4.9483
2023-07-22,JPY,PLN,0.0271
2023-07-22,CHF,PLN,4.4574
2023-07-22,CAD,PLN,3.042
2023-07-23,USD,PLN,4.0244
2023-07-23,EUR,PLN,4.2234
2023-07-23,GBP,PLN,5.0502
2023-07-23,JPY,PLN,0.0271
2023-07-23,CHF,PLN,4.5093
2023-07-23,CAD,PLN,2.9801
2023-07-24,USD,PLN,39.3942
2023-07-24,EUR,PLN,4.2217
2023-07-24,GBP,PLN,5.0902
2023-07-24,JPY,PLN,0.0266
2023-07-24,CHF,PLN,4.4642
2023-07-24,CAD,PLN,2.9943
2023-07-25,USD,PLN,3.9998
2023-07-25,EUR,PLN,4.3405
2023-07-25,GBP,PLN,5.0667
2023-07-25,JPY,PLN,0.0266
2023-07-25,CHF,PLN,44.8131
2023-07-25,CAD,PLN,2.982
2023-07-26,USD,PLN,4.0382
2023-07-26,EUR,PLN,4.3032
2023-07-26,GBP,PLN,4.9184
2023-07-26,JPY,PLN,0.0265
2023-07-26,CHF,PLN,4.4667
2023-07-26,CAD,PLN,3.0365
2023-07-27,USD,PLN,4.0722
2023-07-27,EUR,PLN,4.2268
2023-07-27,GBP,PLN,5.0887
2023-07-27,JPY,PLN,0.0266
2023-07-27,CHF,PLN,4.418
2023-07-27,CAD,PLN,3.0263
2023-07-28,USD,PLN,3.9663
2023-07-28,EUR,PLN,4.3263
2023-07-28,GBP,PLN,4.9097
2023-07-28,JPY,PLN,0.0274
2023-07-28,CHF,PLN,4.4983
2023-07-28,CAD,PLN,3.039
2023-07-29,USD,PLN,3.9327
2023-07-29,EUR,PLN,4.3618
2023-07-29,GBP,PLN,5.0623
2023-07-29,JPY,PLN,0.0265
2023-07-29,CHF,PLN,4.4584
2023-07-29,CAD,PLN,2.9549
2023-07-30,USD,PLN,39.9813
2023-07-30,EUR,PLN,4.3755
2023-07-30,GBP,PLN,5.032
2023-07-30,JPY,PLN,0.0275
2023-07-30,CHF,PLN,4.4681
2023-07-30,CAD,PLN,3.0448
2023-07-31,USD,PLN,4.0694
2023-07-31,EUR,PLN,43.348
2023-07-31,GBP,PLN,5.0863
2023-07-31,JPY,PLN,0.0271
2023-07-31,CHF,PLN,4.4571
2023-07-31,CAD,PLN,3.0447
2023-08-01,USD,PLN,4.0574
2023-08-01,EUR,PLN,4.3104
2023-08-01,GBP,PLN,5.0036
2023-08-01,JPY,PLN,0.0274
2023-08-01,CHF,PLN,4.5683
2023-08-01,CAD,PLN,2.9799
2023-08-02,USD,PLN,4.0229
2023-08-02,EUR,PLN,4.2281
2023-08-02,GBP,PLN,5.0018
2023-08-02,JPY,PLN,0.0274
2023-08-02,CHF,PLN,4.5123
2023-08-02,CAD,PLN,3.0165
2023-08-03,USD,PLN,4.0303
2023-08-03,EUR,PLN,4.3586
2023-08-03,GBP,PLN,5.0597
2023-08-03,JPY,PLN,0.0275
2023-08-03,CHF,PLN,4.4125
2023-08-03,CAD,PLN,2.9831
2023-08-04,USD,PLN,4.0459
2023-08-04,EUR,PLN,4.3703
2023-08-04,GBP,PLN,4.9423
2023-08-04,JPY,PLN,0.0272
2023-08-04,CHF,PLN,4.4993
2023-08-04,CAD,PLN,2.9735
2023-08-05,USD,PLN,4.051
2023-08-05,EUR,PLN,4.221
2023-08-05,GBP,PLN,4.9838
2023-08-05,JPY,PLN,0.0273
2023-08-05,CHF,PLN,4.4836
2023-08-05,CAD,PLN,3.0486
2023-08-06,USD,PLN,3.9846
2023-08-06,EUR,PLN,4.3639
2023-08-06,GBP,PLN,4.9071
2023-08-06,JPY,PLN,0.0265
2023-08-06,CHF,PLN,4.5637
2023-08-06,CAD,PLN,3.0296
2023-08-07,USD,PLN,3.992
2023-08-07,EUR,PLN,4.3145
2023-08-07,GBP,PLN,5.0108
2023-08-07,JPY,PLN,0.0266
2023-08-07,CHF,PLN,4.5795
2023-08-07,CAD,PLN,2.9498
2023-08-08,USD,PLN,4.0688
2023-08-08,EUR,PLN,4.3334
2023-08-08,GBP,PLN,4.935
2023-08-08,JPY,PLN,0.0273
2023-08-08,CHF,PLN,44.4223
2023-08-08,CAD,PLN,3.032
2023-08-09,USD,PLN,3.9925
2023-08-09,EUR,PLN,4.312
2023-08-09,GBP,PLN,5.0151
2023-08-09,JPY,PLN,0.0272
2023-08-09,CHF,PLN,4.4492
2023-08-09,CAD,PLN,3.0528
2023-08-10,USD,PLN,3.9252
2023-08-10,EUR,PLN,4.3793
2023-08-10,GBP,PLN,5.0732
2023-08-10,JPY,PLN,0.0275
2023-08-10,CHF,PLN,4.4693
2023-08-10,CAD,PLN,3.0483
2023-08-11,USD,PLN,4.0103
2023-08-11,EUR,PLN,4.3251
2023-08-11,GBP,PLN,4.931
2023-08-11,JPY,PLN,0.0266
2023-08-11,CHF,PLN,4.5848
2023-08-11,CAD,PLN,0.2955
2023-08-12,USD,PLN,4.0171
2023-08-12,EUR,PLN,4.2968
2023-08-12,GBP,PLN,4.933
2023-08-12,JPY,PLN,0.0269
2023-08-12,CHF,PLN,4.4561
2023-08-12,CAD,PLN,3.0293
2023-08-13,USD,PLN,3.9505
2023-08-13,EUR,PLN,4.3309
2023-08-13,GBP,PLN,4.9575
2023-08-13,JPY,PLN,0.0267
2023-08-13,CHF,PLN,4.4603
2023-08-13,CAD,PLN,3.0021
2023-08-14,USD,PLN,3.9238
2023-08-14,EUR,PLN,0.4302
2023-08-14,GBP,PLN,4.9939
2023-08-14,JPY,PLN,0.0027
2023-08-14,CHF,PLN,4.524
2023-08-14,CAD,PLN,3.0505
2023-08-15,USD,PLN,3.9705
2023-08-15,EUR,PLN,4.3784
2023-08-15,GBP,PLN,4.9089
2023-08-15,JPY,PLN,0.0027
2023-08-15,CHF,PLN,4.5013
2023-08-15,CAD,PLN,3.0276
2023-08-16,USD,PLN,3.9452
2023-08-16,EUR,PLN,4.3142
2023-08-16,GBP,PLN,5.0051
2023-08-16,JPY,PLN,0.0268
2023-08-16,CHF,PLN,4.4546
2023-08-16,CAD,PLN,3.0552
2023-08-17,USD,PLN,4.0744
2023-08-17,EUR,PLN,4.2616
2023-08-17,GBP,PLN,5.0224
2023-08-17,JPY,PLN,0.0273
2023-08-17,CHF,PLN,4.571
2023-08-17,CAD,PLN,3.0082
2023-08-18,USD,PLN,3.9948
2023-08-18,EUR,PLN,4.3491
2023-08-18,GBP,PLN,5.0791
2023-08-18,JPY,PLN,0.0274
2023-08-18,CHF,PLN,4.4923
2023-08-18,CAD,PLN,2.9642
2023-08-19,USD,PLN,4.0707
2023-08-19,EUR,PLN,4.2757
2023-08-19,GBP,PLN,5.0381
2023-08-19,JPY,PLN,0.0275
2023-08-19,CHF,PLN,4.4104
2023-08-19,CAD,PLN,3.0401
2023-08-20,USD,PLN,3.9279
2023-08-20,EUR,PLN,4.2614
2023-08-20,GBP,PLN,5.0876
2023-08-20,JPY,PLN,0.0272
2023-08-20,CHF,PLN,4.4252
2023-08-20,CAD,PLN,3.0436
2023-08-21,USD,PLN,4.0295
2023-08-21,EUR,PLN,4.3686
2023-08-21,GBP,PLN,4.9591
2023-08-21,JPY,PLN,0.0272
2023-08-21,CHF,PLN,4.5124
2023-08-21,CAD,PLN,2.9776
2023-08-22,USD,PLN,4.0657
2023-08-22,EUR,PLN,4.2858
2023-08-22,GBP,PLN,4.9532
2023-08-22,JPY,PLN,0.0272
2023-08-22,CHF,PLN,4.5632
2023-08-22,CAD,PLN,2.9845
2023-08-23,USD,PLN,4.0063
2023-08-23,EUR,PLN,4.3174
2023-08-23,GBP,PLN,5.0735
2023-08-23,JPY,PLN,0.0271
2023-08-23,CHF,PLN,4.5299
2023-08-23,CAD,PLN,0.3034
2023-08-24,USD,PLN,4.0395
2023-08-24,EUR,PLN,4.3572
2023-08-24,GBP,PLN,5.021
2023-08-24,JPY,PLN,0.0272
2023-08-24,CHF,PLN,4.4439
2023-08-24,CAD,PLN,2.9926
2023-08-25,USD,PLN,3.9238
2023-08-25,EUR,PLN,4.3233
2023-08-25,GBP,PLN,4.9549
2023-08-25,JPY,PLN,0.027
2023-08-25,CHF,PLN,4.5576
2023-08-25,CAD,PLN,3.0245
2023-08-26,USD,PLN,3.9368
2023-08-26,EUR,PLN,4.3849
2023-08-26,GBP,PLN,4.9508
2023-08-26,JPY,PLN,0.0269
2023-08-26,CHF,PLN,4.5837
2023-08-26,CAD,PLN,2.9727
2023-08-27,USD,PLN,4.0706
2023-08-27,EUR,PLN,4.349
2023-08-27,GBP,PLN,5.0831
2023-08-27,JPY,PLN,0.0273
2023-08-27,CHF,PLN,4.5688
2023-08-27,CAD,PLN,2.9878
2023-08-28,USD,PLN,40.5435
2023-08-28,EUR,PLN,4.2619
2023-08-28,GBP,PLN,4.9722
2023-08-28,JPY,PLN,0.0268
2023-08-28,CHF,PLN,4.4562
2023-08-28,CAD,PLN,2.9445
2023-08-29,USD,PLN,4.0502
2023-08-29,EUR,PLN,4.287
2023-08-29,GBP,PLN,4.9146
2023-08-29,JPY,PLN,0.0267
2023-08-29,CHF,PLN,4.547
2023-08-29,CAD,PLN,3.0005
2023-08-30,USD,PLN,4.0578
2023-08-30,EUR,PLN,4.2184
2023-08-30,GBP,PLN,4.9999
2023-08-30,JPY,PLN,0.2734
2023-08-30,CHF,PLN,4.5431
2023-08-30,CAD,PLN,3.0479
2023-08-31,USD,PLN,4.067
2023-08-31,EUR,PLN,4.3669
2023-08-31,GBP,PLN,5.0853
2023-08-31,JPY,PLN,0.027
2023-08-31,CHF,PLN,4.5286
2023-08-31,CAD,PLN,2.9655
2023-09-01,USD,PLN,4.0169
2023-09-01,EUR,PLN,4.3601
2023-09-01,GBP,PLN,5.0497
2023-09-01,JPY,PLN,0.027
2023-09-01,CHF,PLN,4.556
2023-09-01,CAD,PLN,2.9401
2023-09-02,USD,PLN,3.9331
2023-09-02,EUR,PLN,4.283
2023-09-02,GBP,PLN,5.031
2023-09-02,JPY,PLN,0.0268
2023-09-02,CHF,PLN,4.4875
2023-09-02,CAD,PLN,2.9851
2023-09-03,USD,PLN,3.976
2023-09-03,EUR,PLN,4.3847
2023-09-03,GBP,PLN,4.9347
2023-09-03,JPY,PLN,0.0265
2023-09-03,CHF,PLN,4.4489
2023-09-03,CAD,PLN,3.0475
2023-09-04,USD,PLN,3.9297
2023-09-04,EUR,PLN,42.9494
2023-09-04,GBP,PLN,50.3143
2023-09-04,JPY,PLN,0.0271
2023-09-04,CHF,PLN,4.4409
2023-09-04,CAD,PLN,2.9606
2023-09-05,USD,PLN,3.9909
2023-09-05,EUR,PLN,4.2264
2023-09-05,GBP,PLN,5.0362
2023-09-05,JPY,PLN,0.0272
2023-09-05,CHF,PLN,4.4906
2023-09-05,CAD,PLN,2.958
2023-09-06,USD,PLN,3.9909
2023-09-06,EUR,PLN,4.2186
2023-09-06,GBP,PLN,4.9257
2023-09-06,JPY,PLN,0.027
2023-09-06,CHF,PLN,4.5815
2023-09-06,CAD,PLN,2.9844
2023-09-07,USD,PLN,3.9285
2023-09-07,EUR,PLN,4.2228
2023-09-07,GBP,PLN,4.9314
2023-09-07,JPY,PLN,0.027
2023-09-07,CHF,PLN,4.4204
2023-09-07,CAD,PLN,3.0135
2023-09-08,USD,PLN,4.0032
2023-09-08,EUR,PLN,4.2793
2023-09-08,GBP,PLN,4.9531
2023-09-08,JPY,PLN,0.0271
2023-09-08,CHF,PLN,4.5532
2023-09-08,CAD,PLN,2.9572
2023-09-09,USD,PLN,4.009
2023-09-09,EUR,PLN,4.2478
2023-09-09,GBP,PLN,4.929
2023-09-09,JPY,PLN,0.0268
2023-09-09,CHF,PLN,4.5875
2023-09-09,CAD,PLN,2.9952
2023-09-10,USD,PLN,3.9393
2023-09-10,EUR,PLN,4.2548
2023-09-10,GBP,PLN,4.981
2023-09-10,JPY,PLN,0.0272
2023-09-10,CHF,PLN,4.5726
2023-09-10,CAD,PLN,2.954
2023-09-11,USD,PLN,4.0683
2023-09-11,EUR,PLN,4.2714
2023-09-11,GBP,PLN,4.9625
2023-09-11,JPY,PLN,0.0275
2023-09-11,CHF,PLN,4.4281
2023-09-11,CAD,PLN,3.0295
2023-09-12,USD,PLN,4.0188
2023-09-12,EUR,PLN,4.2503
2023-09-12,GBP,PLN,5.0497
2023-09-12,JPY,PLN,0.0275
2023-09-12,CHF,PLN,4.4125
2023-09-12,CAD,PLN,3.0094
2023-09-13,USD,PLN,3.9367
2023-09-13,EUR,PLN,4.2944
2023-09-13,GBP,PLN,5.0339
2023-09-13,JPY,PLN,0.0265
2023-09-13,CHF,PLN,4.5407
2023-09-13,CAD,PLN,2.9527
2023-09-14,USD,PLN,4.0631
2023-09-14,EUR,PLN,4.3756
2023-09-14,GBP,PLN,4.9047
2023-09-14,JPY,PLN,0.2716
2023-09-14,CHF,PLN,4.4771
2023-09-14,CAD,PLN,2.9714
2023-09-15,USD,PLN,4.0752
2023-09-15,EUR,PLN,4.3392
2023-09-15,GBP,PLN,4.9477
2023-09-15,JPY,PLN,0.0266
2023-09-15,CHF,PLN,4.5047
2023-09-15,CAD,PLN,3.0383
2023-09-16,USD,PLN,3.9577
2023-09-16,EUR,PLN,4.3386
2023-09-16,GBP,PLN,5.0583
2023-09-16,JPY,PLN,0.0274
2023-09-16,CHF,PLN,4.5868
2023-09-16,CAD,PLN,2.9959
2023-09-17,USD,PLN,4.0584
2023-09-17,EUR,PLN,4.2428
2023-09-17,GBP,PLN,4.9619
2023-09-17,JPY,PLN,0.0275
2023-09-17,CHF,PLN,4.4626
2023-09-17,CAD,PLN,2.9944
2023-09-18,USD,PLN,3.9489
2023-09-18,EUR,PLN,4.2709
2023-09-18,GBP,PLN,5.0888
2023-09-18,JPY,PLN,0.0275
2023-09-18,CHF,PLN,4.4102
2023-09-18,CAD,PLN,3.035
2023-09-19,USD,PLN,4.0316
2023-09-19,EUR,PLN,4.3069
2023-09-19,GBP,PLN,5.0597
2023-09-19,JPY,PLN,0.0275
2023-09-19,CHF,PLN,4.4756
2023-09-19,CAD,PLN,3.0132
2023-09-20,USD,PLN,4.0052
2023-09-20,EUR,PLN,4.2188
2023-09-20,GBP,PLN,4.9892
2023-09-20,JPY,PLN,0.0275
2023-09-20,CHF,PLN,4.5144
2023-09-20,CAD,PLN,2.9788
2023-09-21,USD,PLN,3.9945
2023-09-21,EUR,PLN,4.2866
2023-09-21,GBP,PLN,4.9496
2023-09-21,JPY,PLN,0.0265
2023-09-21,CHF,PLN,4.4561
2023-09-21,CAD,PLN,2.9477
2023-09-22,USD,PLN,4.0147
2023-09-22,EUR,PLN,4.3001
2023-09-22,GBP,PLN,5.0001
2023-09-22,JPY,PLN,0.0267
2023-09-22,CHF,PLN,4.5148
2023-09-22,CAD,PLN,2.9462
2023-09-23,USD,PLN,4.0366
2023-09-23,EUR,PLN,4.3259
2023-09-23,GBP,PLN,5.0751
2023-09-23,JPY,PLN,0.0273
2023-09-23,CHF,PLN,4.4596
2023-09-23,CAD,PLN,2.995
2023-09-24,USD,PLN,4.0773
2023-09-24,EUR,PLN,4.3351
2023-09-24,GBP,PLN,4.9613
2023-09-24,JPY,PLN,0.0271
2023-09-24,CHF,PLN,4.5285
2023-09-24,CAD,PLN,3.0186
2023-09-25,USD,PLN,3.9314
2023-09-25,EUR,PLN,4.2832
2023-09-25,GBP,PLN,4.9888
2023-09-25,JPY,PLN,0.0269
2023-09-25,CHF,PLN,4.4364
2023-09-25,CAD,PLN,3.0599
2023-09-26,USD,PLN,3.9546
2023-09-26,EUR,PLN,43.6537
2023-09-26,GBP,PLN,5.0938
2023-09-26,JPY,PLN,0.0269
2023-09-26,CHF,PLN,4.5475
2023-09-26,CAD,PLN,3.0349
2023-09-27,USD,PLN,4.0303
2023-09-27,EUR,PLN,4.3407
2023-09-27,GBP,PLN,5.0113
2023-09-27,JPY,PLN,0.0265
2023-09-27,CHF,PLN,4.4744
2023-09-27,CAD,PLN,3.0381
2023-09-28,USD,PLN,4.0597
2023-09-28,EUR,PLN,4.2188
2023-09-28,GBP,PLN,4.9145
2023-09-28,JPY,PLN,0.0272
2023-09-28,CHF,PLN,4.5059
2023-09-28,CAD,PLN,3.0122
2023-09-29,USD,PLN,3.9469
2023-09-29,EUR,PLN,4.2798
2023-09-29,GBP,PLN,5.0789
2023-09-29,JPY,PLN,0.0271
2023-09-29,CHF,PLN,4.5232
2023-09-29,CAD,PLN,2.9853
2023-09-30,USD,PLN,4.079
2023-09-30,EUR,PLN,4.2385
2023-09-30,GBP,PLN,5.0321
2023-09-30,JPY,PLN,0.0271
2023-09-30,CHF,PLN,4.5797
2023-09-30,CAD,PLN,3.0529
2023-10-01,USD,PLN,3.9398
2023-10-01,EUR,PLN,4.242
2023-10-01,GBP,PLN,0.4977
2023-10-01,JPY,PLN,0.027
2023-10-01,CHF,PLN,4.5127
2023-10-01,CAD,PLN,2.9517
2023-10-02,USD,PLN,4.0448
2023-10-02,EUR,PLN,4.2609
2023-10-02,GBP,PLN,5.0058
2023-10-02,JPY,PLN,0.027
2023-10-02,CHF,PLN,4.5675
2023-10-02,CAD,PLN,29.5704
2023-10-03,USD,PLN,3.9878
2023-10-03,EUR,PLN,4.3572
2023-10-03,GBP,PLN,4.9776
2023-10-03,JPY,PLN,0.0275
2023-10-03,CHF,PLN,4.5278
2023-10-03,CAD,PLN,3.0526
2023-10-04,USD,PLN,3.9278
2023-10-04,EUR,PLN,4.2344
2023-10-04,GBP,PLN,5.02
2023-10-04,JPY,PLN,0.0266
2023-10-04,CHF,PLN,4.5297
2023-10-04,CAD,PLN,2.9953
2023-10-05,USD,PLN,3.9463
2023-10-05,EUR,PLN,4.3462
2023-10-05,GBP,PLN,50.2651
2023-10-05,JPY,PLN,0.027
2023-10-05,CHF,PLN,4.4843
2023-10-05,CAD,PLN,3.0529
2023-10-06,USD,PLN,3.9614
2023-10-06,EUR,PLN,4.3264
2023-10-06,GBP,PLN,4.9508
2023-10-06,JPY,PLN,0.0266
2023-10-06,CHF,PLN,4.4275
2023-10-06,CAD,PLN,0.3042
2023-10-07,USD,PLN,4.0179
2023-10-07,EUR,PLN,4.3492
2023-10-07,GBP,PLN,5.0841
2023-10-07,JPY,PLN,0.027
2023-10-07,CHF,PLN,4.4223
2023-10-07,CAD,PLN,0.299
2023-10-08,USD,PLN,4.0689
2023-10-08,EUR,PLN,42.9047
2023-10-08,GBP,PLN,5.059
2023-10-08,JPY,PLN,0.0267
2023-10-08,CHF,PLN,4.4662
2023-10-08,CAD,PLN,3.032
2023-10-09,USD,PLN,4.0738
2023-10-09,EUR,PLN,4.3386
2023-10-09,GBP,PLN,4.9555
2023-10-09,JPY,PLN,0.027
2023-10-09,CHF,PLN,4.4605
2023-10-09,CAD,PLN,2.9712
2023-10-10,USD,PLN,3.9732
2023-10-10,EUR,PLN,4.2973
2023-10-10,GBP,PLN,4.9929
2023-10-10,JPY,PLN,0.0265
2023-10-10,CHF,PLN,4.4375
2023-10-10,CAD,PLN,3.0318
2023-10-11,USD,PLN,3.9797
2023-10-11,EUR,PLN,4.3454
2023-10-11,GBP,PLN,5.0046
2023-10-11,JPY,PLN,0.0268
2023-10-11,CHF,PLN,4.5836
2023-10-11,CAD,PLN,3.0265
2023-10-12,USD,PLN,4.0014
2023-10-12,EUR,PLN,4.2246
2023-10-12,GBP,PLN,4.957
2023-10-12,JPY,PLN,0.0274
2023-10-12,CHF,PLN,4.4961
2023-10-12,CAD,PLN,3.0433
2023-10-13,USD,PLN,3.9818
2023-10-13,EUR,PLN,4.2875
2023-10-13,GBP,PLN,4.9236
2023-10-13,JPY,PLN,0.0266
2023-10-13,CHF,PLN,4.5636
2023-10-13,CAD,PLN,2.9494
2023-10-14,USD,PLN,3.9497
2023-10-14,EUR,PLN,4.2549
2023-10-14,GBP,PLN,5.074
2023-10-14,JPY,PLN,0.0027
2023-10-14,CHF,PLN,4.4286
2023-10-14,CAD,PLN,3.0186
2023-10-15,USD,PLN,3.9322
2023-10-15,EUR,PLN,4.276
2023-10-15,GBP,PLN,0.4903
2023-10-15,JPY,PLN,0.0274
2023-10-15,CHF,PLN,4.5889
2023-10-15,CAD,PLN,3.001
2023-10-16,USD,PLN,3.9571
2023-10-16,EUR,PLN,4.323
2023-10-16,GBP,PLN,5.0415
2023-10-16,JPY,PLN,0.0269
2023-10-16,CHF,PLN,4.411
2023-10-16,CAD,PLN,3.0549
2023-10-17,USD,PLN,3.9885
2023-10-17,EUR,PLN,4.2708
2023-10-17,GBP,PLN,4.954
2023-10-17,JPY,PLN,0.0274
2023-10-17,CHF,PLN,4.5317
2023-10-17,CAD,PLN,3.0333
2023-10-18,USD,PLN,4.0792
2023-10-18,EUR,PLN,4.3717
2023-10-18,GBP,PLN,5.0317
2023-10-18,JPY,PLN,0.0265
2023-10-18,CHF,PLN,4.4909
2023-10-18,CAD,PLN,3.0312
2023-10-19,USD,PLN,4.0586
2023-10-19,EUR,PLN,42.507
2023-10-19,GBP,PLN,5.0851
2023-10-19,JPY,PLN,0.0267
2023-10-19,CHF,PLN,4.494
2023-10-19,CAD,PLN,3.0327
2023-10-20,USD,PLN,4.0673
2023-10-20,EUR,PLN,4.3677
2023-10-20,GBP,PLN,4.9266
2023-10-20,JPY,PLN,0.2655
2023-10-20,CHF,PLN,4.5829
2023-10-20,CAD,PLN,3.0551
2023-10-21,USD,PLN,4.0747
2023-10-21,EUR,PLN,4.2484
2023-10-21,GBP,PLN,4.9697
2023-10-21,JPY,PLN,0.0274
2023-10-21,CHF,PLN,4.5269
2023-10-21,CAD,PLN,2.9505
2023-10-22,USD,PLN,4.0574
2023-10-22,EUR,PLN,4.3027
2023-10-22,GBP,PLN,4.9281
2023-10-22,JPY,PLN,0.0271
2023-10-22,CHF,PLN,45.6126
